total_households,households_with_0_vehicles,households_with_1_vehicle,households_with_2_vehicles,households_with_3_vehicles,households_with_4_vehicles,households_with_5_vehicles,households_with_6_vehicles,households_with_7_vehicles,households_with_8_or_more_vehicles,state,county,tract,households_with_vehicles,vehicle_ownership_rate,tract_geoid
1287.0,0.0,193.0,747.0,233.0,43.0,71.0,756.0,101.0,405.0,20,059,954300,2549.0,1.9805749805749806,20059954300
1129.0,53.0,176.0,478.0,335.0,54.0,33.0,855.0,121.0,457.0,20,059,954400,2509.0,2.2223206377325067,20059954400
2078.0,29.0,169.0,576.0,674.0,475.0,155.0,366.0,2.0,48.0,20,059,954500,2465.0,1.1862367661212705,20059954500
317.0,44.0,109.0,122.0,31.0,0.0,11.0,377.0,15.0,193.0,20,061,000100,858.0,2.7066246056782335,20061000100
458.0,0.0,126.0,181.0,139.0,12.0,0.0,734.0,121.0,364.0,20,061,000200,1677.0,3.6615720524017465,20061000200
1033.0,32.0,334.0,454.0,115.0,35.0,63.0,771.0,110.0,271.0,20,061,000300,2153.0,2.0842207163601163,20061000300
694.0,0.0,219.0,311.0,57.0,18.0,89.0,924.0,12.0,390.0,20,061,000401,2020.0,2.910662824207493,20061000401
551.0,0.0,62.0,279.0,183.0,12.0,15.0,357.0,18.0,116.0,20,061,000402,1042.0,1.8911070780399275,20061000402
395.0,31.0,56.0,229.0,75.0,4.0,0.0,799.0,39.0,443.0,20,061,000500,1645.0,4.1645569620253164,20061000500
26.0,0.0,9.0,0.0,0.0,17.0,0.0,1719.0,12.0,489.0,20,061,000601,2246.0,86.38461538461539,20061000601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,111.0,20,061,000602,831.0,inf,20061000602
583.0,14.0,180.0,180.0,179.0,17.0,13.0,495.0,41.0,147.0,20,061,000700,1252.0,2.1475128644939967,20061000700
592.0,0.0,99.0,263.0,64.0,135.0,31.0,269.0,0.0,128.0,20,061,000801,989.0,1.6706081081081081,20061000801
1217.0,54.0,193.0,504.0,296.0,139.0,31.0,398.0,0.0,130.0,20,061,000802,1691.0,1.3894823336072308,20061000802
922.0,7.0,187.0,285.0,261.0,116.0,66.0,284.0,6.0,133.0,20,063,955300,1338.0,1.4511930585683297,20063955300
946.0,25.0,195.0,324.0,181.0,177.0,44.0,236.0,26.0,151.0,20,065,952300,1334.0,1.4101479915433404,20065952300
458.0,0.0,171.0,150.0,102.0,31.0,4.0,71.0,0.0,9.0,20,067,963600,538.0,1.1746724890829694,20067963600
1271.0,0.0,260.0,382.0,346.0,172.0,111.0,671.0,32.0,507.0,20,067,963700,2481.0,1.9520062942564909,20067963700
790.0,1.0,107.0,319.0,231.0,109.0,23.0,244.0,3.0,149.0,20,069,962600,1185.0,1.5,20069962600
892.0,9.0,164.0,321.0,231.0,109.0,58.0,128.0,2.0,54.0,20,069,962700,1067.0,1.196188340807175,20069962700
400.0,7.0,51.0,146.0,139.0,57.0,0.0,143.0,16.0,71.0,20,071,958100,623.0,1.5575,20071958100
691.0,13.0,175.0,195.0,184.0,63.0,61.0,183.0,55.0,42.0,20,073,965600,958.0,1.3863965267727931,20073965600
660.0,38.0,167.0,197.0,158.0,77.0,23.0,296.0,49.0,133.0,20,073,965700,1100.0,1.6666666666666667,20073965700
612.0,15.0,111.0,178.0,151.0,76.0,81.0,95.0,2.0,21.0,20,073,965800,715.0,1.1683006535947713,20073965800
632.0,20.0,145.0,260.0,98.0,52.0,57.0,146.0,2.0,82.0,20,075,958600,842.0,1.3322784810126582,20075958600
561.0,6.0,108.0,153.0,173.0,91.0,30.0,179.0,24.0,55.0,20,077,961600,813.0,1.4491978609625669,20077961600
419.0,0.0,140.0,147.0,61.0,36.0,35.0,187.0,0.0,68.0,20,077,961700,674.0,1.6085918854415275,20077961700
601.0,0.0,167.0,282.0,89.0,44.0,19.0,257.0,25.0,98.0,20,077,961800,981.0,1.632279534109817,20077961800
985.0,41.0,170.0,462.0,244.0,53.0,15.0,737.0,75.0,342.0,20,079,030100,2098.0,2.1299492385786802,20079030100
1608.0,14.0,336.0,835.0,249.0,116.0,58.0,503.0,72.0,210.0,20,079,030200,2379.0,1.4794776119402986,20079030200
1790.0,25.0,380.0,598.0,360.0,427.0,0.0,534.0,88.0,187.0,20,079,030300,2574.0,1.4379888268156424,20079030300
1504.0,69.0,237.0,748.0,278.0,97.0,75.0,551.0,0.0,210.0,20,079,030400,2196.0,1.4601063829787233,20079030400
1520.0,72.0,357.0,555.0,375.0,70.0,91.0,899.0,69.0,599.0,20,079,030500,3015.0,1.9835526315789473,20079030500
928.0,4.0,96.0,230.0,448.0,100.0,50.0,140.0,0.0,51.0,20,079,030601,1115.0,1.2015086206896552,20079030601
1168.0,2.0,226.0,360.0,284.0,246.0,50.0,396.0,49.0,181.0,20,079,030602,1792.0,1.5342465753424657,20079030602
1021.0,9.0,193.0,410.0,264.0,113.0,32.0,312.0,14.0,117.0,20,081,463100,1455.0,1.425073457394711,20081463100
